N_unmapped	1116252	1116252	1116252
N_multimapping	25890	25890	25890
N_noFeature	154747	156494	201875
N_ambiguous	2422	316	0
Gm38527	2	2	0
Gm25431	1	0	1
1700030N03Rik	0	0	0
LOC115489054	0	0	0
Ighmbp2	11	11	0
Mrpl21	82	82	0
Mir6984	0	0	0
Cpt1a	20	20	0
Gm36532	0	0	0
Tesmin	0	0	0
Gal	0	0	0
Ppp6r3	44	44	0
Gm23940	0	0	0
n-TAagc9	0	0	0
Lrp5	6	6	0
Gm36672	0	0	0
Gm36608	0	0	0
1810055G02Rik	11	11	0
Gm36787	7	0	7
Kmt5b	12	11	1
Gm16066	2	0	2
Gm51271	0	0	0
Chka	289	286	3
Tcirg1	7	3	4
Ndufs8	165	165	0
Aldh3b1	12	12	0
Gm42059	0	0	0
Gm29846	3	3	0
Unc93b1	18	18	0
Aldh3b3	0	0	0
Aldh3b2	67	67	0
Gm52386	0	0	0
Acy3	20	20	0
Tbx10	0	0	0
Nudt8	25	25	0
Doc2g	4	2	2
Ndufv1	92	92	0
Gstp1	102	102	0
Gstp2	10	10	0
Gstp3	7	7	0
Gm42060	0	0	0
Cabp2	0	0	0
Cdk2ap2	154	154	0
Pitpnm1	8	32	0
Aip	31	31	24
Tmem134	277	277	0
Cabp4	11	0	11
Gpr152	1	0	1
Coro1b	87	87	0
Ptprcap	2	2	0
Rps6kb2	17	17	0
Carns1	0	0	0
Gm17552	1	0	1
Tbc1d10c	1	1	0
Ppp1ca	83	208	1
Rad9a	6	6	126
Gm30082	1	1	0
LOC102631992	11	10	1
Clcf1	74	74	0
Gm45928	0	0	0
Pold4	0	0	0
Ssh3	0	0	0
Mir6985	0	0	0
Ankrd13d	0	0	0
Grk2	33	30	3
Kdm2a	42	42	0
9430078G10Rik	0	0	0
Rhod	1	0	1
A930001C03Rik	0	0	1
Syt12	2	1	2
2010003K11Rik	0	0	0
Pcx	9	9	0
Lrfn4	3	3	0
Rce1	44	43	1
Mir6986	0	0	0
Gm960	0	0	0
Sptbn2	5	3	2
Gm42061	0	0	0
Gm21992	2	2	0
Rbm4b	10	9	1
Rbm4	0	0	0
Rbm14	21	21	0
Ccs	59	59	0
Ccdc87	0	0	0
Ctsf	18	18	0
Actn3	1	1	0
Zdhhc24	0	0	0
Bbs1	1	0	1
Dpp3	8	8	0
Peli3	0	0	0
Mrpl11	48	47	1
Npas4	1	1	0
Slc29a2	3	0	3
Gm30581	0	0	0
n-TSgct6	0	0	0
B4gat1	7	7	0
Brms1	37	37	0
Rin1	1	0	1
Cd248	3	3	0
Tmem151a	0	0	0
Yif1a	101	101	0
Cnih2	0	0	0
Rab1b	43	43	0
Klc2	6	6	0
LOC115489018	0	0	0
Gm30840	0	0	0
Pacs1	15	15	0
Sf3b2	135	134	1
Gal3st3	0	0	0
Gm42064	0	0	0
Catsper1	0	0	0
Cst6	7	7	0
Banf1	29	29	0
Eif1ad	37	37	0
Sart1	13	14	0
D330050I16Rik	0	0	1
Tsga10ip	0	0	0
4930481A15Rik	145	0	146
Drap1	125	126	0
AI837181	15	15	0
Fosl1	0	175	0
Ccdc85b	86	50	211
Fibp	54	54	0
Ctsw	0	0	0
Efemp2	16	5	11
Mus81	2	2	0
Cfl1	363	363	0
Snx32	9	4	5
1700020D05Rik	0	0	0
Ovol1	92	92	0
Ap5b1	4	4	0
Rnaseh2c	38	38	0
Kat5	8	8	0
Rela	91	91	0
Sipa1	3	3	0
Pcnx3	8	8	0
Mir6987	0	0	0
Map3k11	0	0	0
Kcnk7	0	3	7
Ehbp1l1	22	29	3
Fam89b	35	35	0
Znrd2	42	42	0
Ltbp3	11	10	3
Scyl1	9	4	7
Malat1	10308	10302	6
Mascrna	0	0	0
Neat1	691	560	131
Frmd8	11	11	0
Slc25a45	1	1	0
Tigd3	9	9	0
Dpf2	15	14	1
Gm42067	0	0	0
Cdc42ep2	2	2	0
Pola2	27	27	0
Slc22a20	0	5	0
Gm31719	2	2	5
Capn1	71	71	0
Gm10814	0	0	0
Syvn1	17	16	1
Mir6988	0	0	0
Mrpl49	6	6	0
Fau	6216	6209	7
Znhit2	2	2	0
Tm7sf2	14	14	0
Vps51	12	12	0
Tmem262	0	0	0
Zfpl1	4	4	0
Cdca5	0	0	0
Gm550	0	0	0
Naaladl1	3	1	2
Sac3d1	11	11	0
Snx15	17	17	0
LOC115489019	8	0	8
Arl2	97	97	0
Mir12193	0	0	0
Batf2	0	0	0
Majin	0	0	0
Gpha2	0	0	0
Ppp2r5b	13	13	0
Atg2a	19	19	0
Mir194-2	0	0	0
Mir192	0	0	0
Gm14963	1	0	1
Ehd1	26	26	0
Gm52380	0	0	0
Cdc42bpg	38	38	0
Men1	11	11	0
Map4k2	4	5	0
Mir6989	0	0	0
Gm14966	1	0	2
LOC115489080	0	0	0
Sf1	64	64	0
Pygm	11	11	0
Rasgrp2	8	10	1
Gm14965	0	0	3
Nrxn2	1	1	0
Gm52381	0	0	0
Slc22a12	2	2	0
Gm32245	3	0	3
Rps6ka4	15	14	1
Mir5046	0	0	0
Ccdc88b	0	0	0
Prdx5	705	705	0
Trmt112	113	114	4
Esrra	34	36	2
Mir6990	0	0	0
Catsperz	2	2	0
Kcnk4	0	0	0
Gm46646	0	0	0
Gpr137	19	19	0
Bad	26	25	1
Plcb3	13	10	3
Gm52400	2	2	0
Ppp1r14b	173	173	0
LOC114841036	0	0	0
Fkbp2	0	0	0
Vegfb	14	14	0
Dnajc4	75	75	0
Gm35838	0	0	0
Nudt22	12	12	0
Trpt1	7	7	0
Fermt3	0	0	0
Stip1	20	19	1
Macrod1	20	20	0
5730409K12Rik	0	0	5
Flrt1	12	17	0
Gm38621	1	1	0
Otub1	40	30	10
Cox8a	839	837	2
Naa40	0	0	0
Gm22113	0	0	0
Rcor2	0	0	0
Mark2	55	55	0
Gm17227	0	0	0
Spindoc	53	30	24
