N_unmapped	796425	796425	796425
N_multimapping	18652	18652	18652
N_noFeature	117525	118312	148006
N_ambiguous	1504	180	1
Gm38527	0	0	0
Gm25431	0	0	0
1700030N03Rik	0	0	0
LOC115489054	0	0	0
Ighmbp2	6	6	0
Mrpl21	14	14	0
Mir6984	0	0	0
Cpt1a	16	16	0
Gm36532	0	0	0
Tesmin	0	0	0
Gal	0	0	0
Ppp6r3	13	13	0
Gm23940	0	0	0
n-TAagc9	0	0	0
Lrp5	2	2	0
Gm36672	0	0	0
Gm36608	0	0	0
1810055G02Rik	11	11	0
Gm36787	1	0	1
Kmt5b	9	8	1
Gm16066	4	0	4
Gm51271	0	0	0
Chka	191	190	1
Tcirg1	1	0	1
Ndufs8	67	67	0
Aldh3b1	0	0	0
Gm42059	0	0	0
Gm29846	0	0	0
Unc93b1	9	9	0
Aldh3b3	0	0	0
Aldh3b2	30	30	0
Gm52386	0	0	0
Acy3	0	0	0
Tbx10	0	0	0
Nudt8	11	11	0
Doc2g	2	2	0
Ndufv1	46	46	0
Gstp1	57	57	0
Gstp2	2	2	0
Gstp3	18	18	0
Gm42060	0	0	0
Cabp2	0	0	0
Cdk2ap2	119	118	1
Pitpnm1	11	20	0
Aip	33	33	9
Tmem134	162	162	0
Cabp4	0	0	0
Gpr152	0	0	0
Coro1b	42	42	0
Ptprcap	8	8	0
Rps6kb2	22	22	0
Carns1	0	0	0
Gm17552	0	0	0
Tbc1d10c	1	1	0
Ppp1ca	20	81	1
Rad9a	0	1	61
Gm30082	0	0	0
LOC102631992	13	10	3
Clcf1	38	38	0
Gm45928	0	0	0
Pold4	0	0	0
Ssh3	17	17	0
Mir6985	0	0	0
Ankrd13d	21	21	0
Grk2	24	24	0
Kdm2a	10	10	0
9430078G10Rik	0	0	0
Rhod	14	14	0
A930001C03Rik	0	0	0
Syt12	9	0	9
2010003K11Rik	0	0	0
Pcx	4	4	0
Lrfn4	2	1	1
Rce1	23	23	0
Mir6986	0	0	0
Gm960	0	0	0
Sptbn2	7	0	7
Gm42061	0	0	0
Gm21992	0	0	0
Rbm4b	13	13	0
Rbm4	0	0	0
Rbm14	3	3	0
Ccs	7	7	0
Ccdc87	1	0	1
Ctsf	15	15	0
Actn3	0	0	0
Zdhhc24	7	7	0
Bbs1	0	0	0
Dpp3	6	6	0
Peli3	0	0	0
Mrpl11	12	12	0
Npas4	1	0	1
Slc29a2	1	0	1
Gm30581	0	0	0
n-TSgct6	0	0	0
B4gat1	8	8	0
Brms1	14	14	0
Rin1	21	21	0
Cd248	0	0	0
Tmem151a	10	9	1
Yif1a	44	44	0
Cnih2	4	4	0
Rab1b	14	14	0
Klc2	4	4	0
LOC115489018	0	0	0
Gm30840	0	0	0
Pacs1	4	4	0
Sf3b2	53	53	0
Gal3st3	2	0	2
Gm42064	0	0	0
Catsper1	0	0	0
Cst6	2	2	0
Banf1	50	50	0
Eif1ad	41	41	0
Sart1	10	10	0
D330050I16Rik	4	4	0
Tsga10ip	0	0	0
4930481A15Rik	120	20	102
Drap1	83	85	0
AI837181	33	33	0
Fosl1	0	138	1
Ccdc85b	75	2	212
Fibp	10	11	0
Ctsw	0	0	1
Efemp2	45	45	0
Mus81	5	5	0
Cfl1	282	282	0
